cluster	gene
IN03	Hoxa7
IN03	A730020E08Rik
IN03	Mad2l1
IN03	Mrpl19
IN03	Smyd5
IN03	Add2
IN03	Copg1
IN03	Hmces
IN03	Ruvbl1
IN03	Nup210
IN03	Mir7661
IN03	Raf1
IN03	Ret
IN03	Gm30498
IN03	Cecr5
IN03	Kcna5
IN03	Klrb1c
IN03	Tm7sf3
IN03	Hspbp1
IN03	Nat14
IN03	Sepw1
IN03	Sae1
IN03	Fosb
IN03	Kcnn4
IN03	Zfp27
IN03	Arhgap33
IN03	Tmem147
IN03	Sbsn
IN03	Dmkn
IN03	Dpy19l3
IN03	AI987944
IN03	Zfp788
IN03	Zfp719
IN03	Ctu1
IN03	Prrg2
IN03	Gabrb3
IN03	Mir344d-3
IN03	Stard5
IN03	Tmem126b
IN03	Tenm4
IN03	Pgm2l1
IN03	Pgap2
IN03	Hbb-bs
IN03	Mfsd13b
IN03	Sh2b1
IN03	Zfp689
IN03	1700008J07Rik
IN03	Mapk1ip1
IN03	Lrrc27
IN03	Sirt3
IN03	Rassf7
IN03	Timm44
IN03	Abhd13
IN03	Gm15350
IN03	Mcf2l
IN03	Mcph1
IN03	Dkk4
IN03	Gins4
IN03	Wdr17
IN03	Fbxo8
IN03	Myo9b
IN03	Fcho1
IN03	Isx
IN03	Snx20
IN03	Nod2
IN03	Ogfod1
IN03	Cpne2
IN03	Fhod1
IN03	Tango6
IN03	Has3
IN03	Zfhx3
IN03	Exosc6
IN03	Mon1b
IN03	Syce1l
IN03	4933408N05Rik
IN03	Necab2
IN03	1190005I06Rik
IN03	Irf8
IN03	Snai3
IN03	Aasdhppt
IN03	Gpr83
IN03	Dnmt1
IN03	Pde4a
IN03	Ccdc151
IN03	Pknox2
IN03	Tmem218
IN03	Scn4b
IN03	Tmprss4
IN03	Acat1
IN03	Ccdc33
IN03	Stra6
IN03	Uaca
IN03	4933433G08Rik
IN03	Lactb
IN03	Mir190a
IN03	Arpp19
IN03	Impg1
IN03	Dbr1
IN03	A4gnt
IN03	Srprb
IN03	Acy1
IN03	Actl11
IN03	Nme6
IN03	Azi2
IN03	Myd88
IN03	Acaa1a
IN03	Scn11a
IN03	2010308F09Rik
IN03	Ddx3x
IN03	Gpr34
IN03	Rp2
IN03	Zcchc12
IN03	Zdhhc9
IN03	Slitrk2
IN03	1700111N16Rik
IN03	Tmem185a
IN03	Tbl1x
IN03	Gm14744
IN03	Pgr15l
IN03	Tmem28
IN03	Pdzd11
IN03	Nap1l2
IN03	Xist
IN03	Magt1
IN03	Alg13
IN03	Sat1
IN03	Ptchd1
IN03	Asb11
IN03	Rab9
IN04	Mob4
IN04	Adam23
IN04	Abcb6
IN04	Ecel1
IN04	Ugt1a7c
IN04	Asb1
IN04	Olfr1416
IN04	Tmem185b
IN04	Cntn2
IN04	Shcbp1l
IN04	Brinp2
IN04	Astn1
IN04	Apoa2
IN04	A330023F24Rik
IN04	Grm1
IN04	Epm2a
IN04	Vta1
IN04	Mtfr2
IN04	Taar9
IN04	Med23
IN04	Hs3st5
IN04	Lin28b
IN04	Mir678
IN04	Ybey
IN04	Tcf3
IN04	Gm10778
IN04	Slc17a8
IN04	Ntn4
IN04	Cradd
IN04	Socs2
IN04	Gm18409
IN04	Bbs10
IN04	Ptprr
IN04	4930477N07Rik
IN04	Cyp27b1
IN04	Ndufa4l2
IN04	Coq10a
IN04	Ikzf4
IN04	Mtfp1
IN04	Ascc2
IN04	Hus1
IN04	Vwc2
IN04	Gm12108
IN04	9930111J21Rik1
IN04	4933405E24Rik
IN04	Olfr324
IN04	Nt5m
IN04	2310065F04Rik
IN04	Rcvrn
IN04	Slc35g3
IN04	Alox15
IN04	Aipl1
IN04	Pitpnm3
IN04	Hic1
IN04	Tusc5
IN04	Tmem132e
IN04	Nle1
IN04	Hoxb8
IN04	Zfp385c
IN04	Dhx58
IN04	Kat2a
IN04	Rnd2
IN04	LOC100503496
IN04	1700023C21Rik
IN04	Fam104a
IN04	Cdr2l
IN04	Evpl
IN04	Ube2o
IN04	Birc5
IN04	Dnah17
IN04	2810410L24Rik
IN04	Tspan10
IN04	Arhgdia
IN04	Tbcd
IN04	Gdf7
IN04	Vsnl1
IN04	Mycn
IN04	Sntg2
IN04	Pik3cg
IN04	Agr2
IN04	Lsmem1
IN04	Mir1198
IN04	Sstr1
IN04	Mthfd1
IN04	9430078K24Rik
IN04	Zfp410
IN04	Aldh6a1
IN04	Fcf1
IN04	Gm10436
IN04	Nrxn3
IN04	Tshr
IN04	Gm16596
IN04	Slc25a47
IN04	Dlk1
IN04	Mir679
IN04	Zbtb42
IN04	Amph
IN04	Zkscan3
IN04	Pgbd1
IN04	Pom121l2
IN04	Gpld1
IN04	Prl5a1
IN04	Gm15908
IN04	Ror2
IN04	Drd1
IN04	Agtpbp1
IN04	Mir713
IN04	1810034E14Rik
IN04	Rasgrf2
IN04	Crhbp
IN04	Gapt
IN04	Mier3
IN04	Esm1
IN04	Acox2
IN04	Cadps
IN04	Mir3076
IN04	Gdf10
IN04	Anxa8
IN04	Fam25c
IN04	Mir297-1
IN04	Fam213a
IN04	4930503E14Rik
IN04	1700011H14Rik
IN04	Psme2
IN04	Rec8
IN04	Gm16973
IN04	Mrpl57
IN04	Kif13b
IN04	Gm17066
IN04	Fgf14
IN04	AW549877
IN04	Cdh18
IN04	4930430F21Rik
IN04	Rims2
IN04	Zfp572
IN04	Myc
IN04	H2afy3
IN04	St3gal1
IN04	Peg13
IN04	Nrbp2
IN04	Tssk5
IN04	Apol6
IN04	Apol10b
IN04	Cbx7
IN04	Xrcc6
IN04	Ldoc1l
IN04	Arhgap8
IN04	Trmu
IN04	Adamts20
IN04	Tmem117
IN04	Slc38a2
IN04	Spats2
IN04	Krt71
IN04	Npff
IN04	Pam16
IN04	Smim22
IN04	Dgcr14
IN04	Dgkg
IN04	Adipoq
IN04	Sst
IN04	Gp5
IN04	Spice1
IN04	Adamts5
IN04	Mx1
IN04	Dynlt1a
IN04	Zfp948
IN04	Zfp213
IN04	Phf1
IN04	Ephx3
IN04	B3galt4
IN04	D17H6S53E
IN04	H2-Q9
IN04	Dpcr1
IN04	Adgrf5
IN04	Mrps18a
IN04	Abcc10
IN04	Crip3
IN04	Gm16712
IN04	Mir7b
IN04	Fut4-ps1
IN04	Acsbg2
IN04	C3
IN04	Ddx11
IN04	L3mbtl4
IN04	Srbd1
IN04	Elp2
IN04	Nrep
IN04	Psd2
IN04	Hars2
IN04	Mospd4
IN04	Ablim3
IN04	Mc5r
IN04	Pstpip2
IN04	Zfp236
IN04	Zdhhc24
IN04	Ctsw
IN04	Ovol1
IN04	Znhit2
IN04	Macrod1
IN04	Ubxn1
IN04	Nmrk1
IN04	Fra10ac1
IN04	Entpd1
IN04	Golga7b
IN04	Cwf19l1
IN04	Sec31b
IN04	Dpcd
IN04	Pprc1
IN04	2310034G01Rik
IN04	Borcs7
IN04	Dclre1a
IN04	6720468P15Rik
IN04	Nxph2
IN04	Pax8
IN04	Entpd8
IN04	Stpg3
IN04	Tmem203
IN04	Lcn10
IN04	Spaca9
IN04	Miga2
IN04	Gm14486
IN04	BC005624
IN04	Exosc2
IN04	Ciz1
IN04	Mir8093
IN04	Stom
IN04	Ttll11
IN04	9030204H09Rik
IN04	Lypd6
IN04	Psmd14
IN04	Cwc22
IN04	Fam171b
IN04	Accs
IN04	2810002D19Rik
IN04	Elp4
IN04	A530058N18Rik
IN04	Mir674
IN04	A430105I19Rik
IN04	Ckmt1
IN04	Mfap1b
IN04	Mfap1a
IN04	Casc4
IN04	4930583P06Rik
IN04	Snap25
IN04	Gm14092
IN04	Mylk2
IN04	Bpifa5
IN04	BC029722
IN04	Mafb
IN04	Gm16796
IN04	Zgpat
IN04	Uckl1
IN04	Uckl1os
IN04	Tcea2
IN04	Fat4
IN04	Sertm1
IN04	Gpr171
IN04	P2ry1
IN04	A730090N16Rik
IN04	Slitrk3
IN04	Fam198b
IN04	Gria2
IN04	Rab13
IN04	Tchh
IN04	Them5
IN04	Sema6c
IN04	Gja8
IN04	Pde4dip
IN04	Hao2
IN04	Kcnd3
IN04	Olfr266
IN04	Gstm6
IN04	Gstm3
IN04	Wdr47
IN04	Slc30a7
IN04	Slc35a3
IN04	Adgrl2
IN04	Ccne2
IN04	Nbn
IN04	Mmp16
IN04	Cnr1
IN04	Enho
IN04	Zcchc7
IN04	Anks6
IN04	Smc2os
IN04	Pakap
IN04	Orm2
IN04	Trim32
IN04	Gm11239
IN04	Gm11236
IN04	Cdkn2a
IN04	Elavl2
IN04	Hook1
IN04	Kank4
IN04	Itgb3bp
IN04	Yipf1
IN04	Gm12830
IN04	Artn
IN04	Zmynd12
IN04	Zc3h12a
IN04	Tekt2
IN04	E330017L17Rik
IN04	Mir7017
IN04	Lin28a
IN04	Myom3
IN04	4930455G09Rik
IN04	Fv1
IN04	Nppa
IN04	Agtrap
IN04	Draxin
IN04	Angptl7
IN04	Dffa
IN04	Tas1r1
IN04	Hes3
IN04	Cptp
IN04	Tmbim7
IN04	LOC105242399
IN04	Smarcd3
IN04	Kcnk3
IN04	Tmem214
IN04	Emilin1
IN04	Mpv17
IN04	Stk32b
IN04	Cytl1
IN04	Otop1
IN04	Spink2
IN04	Mir6415
IN04	Sept11
IN04	Pkd2
IN04	Mir701
IN04	4930515G01Rik
IN04	Ksr2
IN04	Myl2
IN04	Mrps17
IN04	Vps37d
IN04	Mdh2
IN04	Mir721
IN04	Nyap1
IN04	Lamtor4
IN04	Ints1
IN04	Snx8
IN04	Eif3b
IN04	Flt3
IN04	Tex26
IN04	Dlx6os1
IN04	Dlx5
IN04	Fam3c
IN04	Impdh1
IN04	BB283400
IN04	Rn4.5s
IN04	1700026J14Rik
IN04	Atp6v0e2
IN04	Aqp1
IN04	Nap1l5
IN04	Il12rb2
IN04	Wbp1
IN04	Sfxn5
IN04	H1fx
IN04	Podxl2
IN04	4930512J16Rik
IN04	Eogt
IN04	Chl1
IN04	Cntn6
IN04	Oxtr
IN04	Zfp239
IN04	Tuba8
IN04	1700101I11Rik
IN04	Wbp11
IN04	Rerg
IN04	Cacng7
IN04	Cacng8
IN04	Brsk1
IN04	Isoc2b
IN04	Zfp784
IN04	Zfp580
IN04	Ap2s1
IN04	Rsph6a
IN04	Zfp114
IN04	Zfp109
IN04	Irgq
IN04	Gm4763
IN04	Tmem145
IN04	2310022A10Rik
IN04	Eid2b
IN04	Mir1964
IN04	Mir7668
IN04	Fam71e1
IN04	Dhdh
IN04	Grin2d
IN04	Abcc6
IN04	Sergef
IN04	Nav2
IN04	4833412C05Rik
IN04	Fam169b
IN04	Mrps11
IN04	Vps33b
IN04	Fes
IN04	Lrrc32
IN04	Clpb
IN04	Dchs1
IN04	Stk33
IN04	Akip1
IN04	Insc
IN04	Sox6
IN04	Plk1
IN04	Kctd13
IN04	Asphd1
IN04	Prr14
IN04	Prss53
IN04	Tgfb1i1
IN04	Edrf1
IN04	Ascl2
IN04	Tspan32
IN04	Tnfrsf26
IN04	Dhcr7
IN04	Grtp1
IN04	Erich1
IN04	Vps36
IN04	Ank1
IN04	Fgl1
IN04	2810404M03Rik
IN04	Spcs3
IN04	AW046200
IN04	Mfap3l
IN04	Hapln4
IN04	B3gnt3
IN04	Zfp330
IN04	Ucp1
IN04	Dcaf15
IN04	Wdr83os
IN04	Zfp791
IN04	Capns2
IN04	Prmt7
IN04	Il34
IN04	Mir7076
IN04	Gm10280
IN04	Mlycd
IN04	Vstm5
IN04	Zfp26
IN04	Zfp266
IN04	Fbxl12
IN04	Ubl5
IN04	Gm38431
IN04	Dnm2
IN04	Zfp810
IN04	Kirrel3
IN04	Tirap
IN04	Fez1
IN04	Olfr919
IN04	Mirlet7a-2
IN04	Tmem136
IN04	4833428L15Rik
IN04	Cep164
IN04	Fdxacb1
IN04	Cib2
IN04	Trcg1
IN04	Cd276
IN04	9230112J17Rik
IN04	Glce
IN04	A730043L09Rik
IN04	C2cd4a
IN04	Wdr72
IN04	Gsta2
IN04	Zfp949
IN04	Mrps22
IN04	Mir5120
IN04	Mir425
IN04	Dalrd3
IN04	Tma7
IN04	Ptpn23
IN04	Mir8107
IN04	Tmem42
IN04	Usp27x
IN04	Ppp1r3fos
IN04	Rhox5
IN04	Lamp2
IN04	Fundc2
IN04	Klhl15
IN04	Slc7a3
IN04	Il2rg
IN04	Pabpc5
IN04	Nox1
IN04	Xkrx
IN04	Armcx6
IN04	Tceal3
IN04	Mir3475
IN04	Frmpd3
IN04	Acsl4
IN04	Ubqln2
IN04	Scml2
IN04	Asmt
IN05	Rp1
IN05	Lypla1
IN05	Bag2
IN05	Lonrf2
IN05	Cdk15
IN05	Vwc2l
IN05	Fn1
IN05	Ttll4
IN05	Kcne4
IN05	Eif4e2
IN05	Spp2
IN05	Farp2
IN05	Thap4
IN05	Kif21b
IN05	Creg1
IN05	Pbx1
IN05	Pcp4l1
IN05	Fcer1g
IN05	Spta1
IN05	Wdr26
IN05	Nenf
IN05	Kcnh1
IN05	Nup43
IN05	Olig3
IN05	Moxd1
IN05	Ctgf
IN05	Trappc3l
IN05	Wisp3
IN05	Cdk19
IN05	Ccdc162
IN05	Snord14d
IN05	Snord14c
IN05	Pldi
IN05	Slc5a4a
IN05	1700094J05Rik
IN05	Gm3285
IN05	Mir6907
IN05	Ilvbl
IN05	Adamtsl5
IN05	Gng7
IN05	Pwp1
IN05	Ascl4
IN05	Mybpc1
IN05	Mrpl42
IN05	Otogl
IN05	Nav3
IN05	Lyz1
IN05	Iltifb
IN05	Grip1
IN05	Srgap1
IN05	Mettl21b
IN05	Ddit3
IN05	Baz2a
IN05	Gm11944
IN05	Selm
IN05	Mir3060
IN05	Ccdc157
IN05	Sf3a1
IN05	Vstm2a
IN05	Etaa1
IN05	0610010F05Rik
IN05	Acyp2
IN05	D630024D03Rik
IN05	Fbxw11
IN05	Cnot6
IN05	Sqstm1
IN05	Slc5a10
IN05	Fbxw10
IN05	Slc25a35
IN05	Ctc1
IN05	Alox8
IN05	Nos2
IN05	Gas2l2
IN05	Mrm1
IN05	Mrps23
IN05	Nog
IN05	Prr15l
IN05	Mir8103
IN05	Fbxl20
IN05	Tcap
IN05	Tmem101
IN05	2410004I01Rik
IN05	Plcd3
IN05	Helz
IN05	Cd300ld3
IN05	Fads6
IN05	Qrich2
IN05	1810032O08Rik
IN05	Slc38a10
IN05	Fn3k
IN05	Adcy3
IN05	BC068281
IN05	Tssc1
IN05	Gm10451
IN05	Plekhd1os
IN05	Pcnx
IN05	Mlh3
IN05	Tgfb3
IN05	Ift43
IN05	Gm8300
IN05	3200001D21Rik
IN05	Serpina3k
IN05	Rtl1
IN05	6430411K18Rik
IN05	Mir329
IN05	Zfp839
IN05	Adssl1
IN05	Mir6940
IN05	Jag2
IN05	Lgals8
IN05	Vmn1r208
IN05	Hist1h1e
IN05	Hist1h2aa
IN05	A330102I10Rik
IN05	Hus1b
IN05	Wrnip1
IN05	Barx1
IN05	Fgd3
IN05	Zfp346
IN05	Fgfr4
IN05	Txndc15
IN05	Idnk
IN05	Cdc14b
IN05	Zfp58
IN05	Adgrv1
IN05	Hapln1
IN05	Ckmt2
IN05	4933416M06Rik
IN05	Rab3c
IN05	Dnase1l3
IN05	Myoz1
IN05	Rps24
IN05	Wnt5a
IN05	4831407H17Rik
IN05	Gdf2
IN05	Syt15
IN05	Mmrn2
IN05	Gnpnat1
IN05	Rnase10
IN05	Gm16617
IN05	Ppp1r3e
IN05	Pck2
IN05	Gm5142
IN05	Nudt15
IN05	Htr2a
IN05	Gm10845
IN05	Klhl1
IN05	Ptger4
IN05	Egflam
IN05	Mir7212
IN05	Snord123
IN05	Rrm2b
IN05	Gsdmc4
IN05	Lrrc24
IN05	Zfp647
IN05	Apol9a
IN05	Lgals1
IN05	Prpf40b
IN05	Nckap5l
IN05	Larp4
IN05	2310068J16Rik
IN05	Slc4a8
IN05	D930007P13Rik
IN05	Srl
IN05	Mir130b
IN05	Mir301b
IN05	Car15
IN05	Klhl24
IN05	Alg3
IN05	Camk2n2
IN05	1300002E11Rik
IN05	St6gal1
IN05	A230028O05Rik
IN05	P3h2
IN05	4632428C04Rik
IN05	Xxylt1
IN05	Nxpe3
IN05	Gbe1
IN05	Adamts1
IN05	Grik1
IN05	Tiam1
IN05	2410124H12Rik
IN05	Hlcs
IN05	Mx2
IN05	Tmprss2
IN05	Tmem181a
IN05	Tmem181c-ps
IN05	Plg
IN05	Zfp946
IN05	Msln
IN05	Ccdc78
IN05	Ergic1
IN05	Bnip1
IN05	Bak1
IN05	Tbc1d22bos
IN05	Opn5
IN05	Tnfrsf21
IN05	Slc22a7
IN05	Tomm6
IN05	Frs3os
IN05	Unc5cl
IN05	Daam2
IN05	Satb1
IN05	Mir6978
IN05	Nudt12os
IN05	Man2a1
IN05	Tmem232
IN05	Ppp4r1
IN05	Ptprm
IN05	C230072F16Rik
IN05	Pkdcc
IN05	Mta3
IN05	Tslp
IN05	Apbb3
IN05	Spink12
IN05	Mcc
IN05	Pde6a
IN05	A530050N04Rik
IN05	Mir466p
IN05	Mc4r
IN05	Impa2
IN05	Afg3l2
IN05	St8sia5
IN05	Vegfb
IN05	Nudt22
IN05	Ms4a15
IN05	Olfr1496
IN05	Carnmt1
IN05	Ermp1
IN05	Gldc
IN05	Ppp1r2-ps3
IN05	Lipa
IN05	Ifit1bl1
IN05	Rbp4
IN05	Dnmbp
IN05	Cpn1
IN05	Pkd2l1
IN05	Hif1an
IN05	Hps6
IN05	Sh3pxd2a
IN05	Rbm20
IN05	Mir5623
IN05	Gfra1
IN05	Zfp950
IN05	Rsu1
IN05	Gad2
IN05	Ehmt1
IN05	Cysrt1
IN05	Uap1l1
IN05	Mrps2
IN05	Dnm1
IN05	Ndufa8
IN05	Lhx6
IN05	Ptgs1
IN05	Kcnh7
IN05	Gm13629
IN05	Dlx1as
IN05	Osbpl6
IN05	Frzb
IN05	Smtnl1
IN05	Alkbh3os1
IN05	B230118H07Rik
IN05	Slc12a6
IN05	Emc4
IN05	Sord
IN05	Cops2
IN05	1810024B03Rik
IN05	Snord57
IN05	Mir103-2
IN05	Mir3090
IN05	Plcb4
IN05	Esf1
IN05	Bfsp1
IN05	Rin2
IN05	Sstr4
IN05	Rem1
IN05	a
IN05	Gdf5
IN05	Ergic3
IN05	Ghrh
IN05	Manbal
IN05	Nnat
IN05	Actr5
IN05	Gdap1l1
IN05	Kcnk15
IN05	4921531C22Rik
IN05	B230312C02Rik
IN05	Mir1a-1hg
IN05	Birc7
IN05	4930539M17Rik
IN05	Fabp12
IN05	Gm5150
IN05	Mir124a-2
IN05	Agtr1b
IN05	Kcnmb2
IN05	Usp13
IN05	5430434I15Rik
IN05	Postn
IN05	Med12l
IN05	Gpr149
IN05	A330015K06Rik
IN05	Arhgef11
IN05	Msto1
IN05	Lor
IN05	Them4
IN05	Lingo4
IN05	Cgn
IN05	Mtmr11
IN05	Ngf
IN05	Sike1
IN05	Lamtor5
IN05	Prmt6
IN05	Plppr4
IN05	Gclm
IN05	Mir1895
IN05	Gipc2
IN05	Frmpd1
IN05	Dcaf10
IN05	Ttc39b
IN05	Hacd4
IN05	Gm13283
IN05	Pgm2
IN05	C8b
IN05	Bsnd
IN05	Dhcr24
IN05	Dio1
IN05	Ttc39a
IN05	Cmpk1
IN05	Gm1661
IN05	Zfp691
IN05	Pabpc4
IN05	Sf3a3
IN05	Epha10
IN05	Azin2
IN05	Col16a1
IN05	Epb41
IN05	Oprd1
IN05	Snhg12
IN05	Cd164l2
IN05	Rps6ka1
IN05	Grrp1
IN05	Rap1gapos
IN05	Pink1
IN05	Lrrc38
IN05	Plod1
IN05	Ubiad1
IN05	Slc25a33
IN05	Gm13090
IN05	Icmt
IN05	Plch2
IN05	Samd11
IN05	Gm9758
IN05	Speer4d
IN05	Adgrf3
IN05	Khk
IN05	4931431C16Rik
IN05	Tada2b
IN05	Nsg1
IN05	Pgm1
IN05	Klf3
IN05	Pds5a
IN05	Kctd8
IN05	Ociad1
IN05	Ugt2b5
IN05	Cxcl13
IN05	Agpat9
IN05	E130006D01Rik
IN05	Myo18b
IN05	Grk3
IN05	1110006O24Rik
IN05	Tmem233
IN05	Srrm4
IN05	Rbm19
IN05	Gm10390
IN05	Gm15800
IN05	Cux2
IN05	Ift81
IN05	Tmem120b
IN05	Dhx37
IN05	Tmem132c
IN05	Gtf2ird2
IN05	Limk1
IN05	Cldn13
IN05	Mir702
IN05	Zfp113
IN05	Elfn1
IN05	Cpsf4
IN05	Zkscan5
IN05	AA545190
IN05	9330158H04Rik
IN05	Chrm2
IN05	Epha1
IN05	Sspo
IN05	Rarres2
IN05	AI854703
IN05	Gimap3
IN05	4930563H07Rik
IN05	Dfna5
IN05	Ino80b
IN05	1600020E01Rik
IN05	Grip2
IN05	Lrig1
IN05	Frmd4b
IN05	Il5ra
IN05	Camk1
IN05	Pianp
IN05	4930557K07Rik
IN05	Clec2d
IN05	Clec9a
IN05	Clec1a
IN05	Gm15706
IN05	Mir292b
IN05	Zfp108
IN05	Arhgef1
IN05	Mir7047
IN05	Zfp626
IN05	Gm19897
IN05	Kmt2b
IN05	Wtip
IN05	4931406P16Rik
IN05	2410002F23Rik
IN05	Mybpc2
IN05	Ush1c
IN05	Tsg101
IN05	Mir344d-1
IN05	Gm10619
IN05	Aen
IN05	BC048679
IN05	Arnt2
IN05	Tpbgl
IN05	Numa1
IN05	Olfr547
IN05	Olfr591
IN05	Gm5901
IN05	Nrip3
IN05	Adm
IN05	Syt17
IN05	Xpo6
IN05	Fam57b
IN05	Tbc1d10b
IN05	Zfp768
IN05	Dhx32
IN05	Adam12
IN05	Prap1
IN05	Fuom
IN05	Cox8b
IN05	Sct
IN05	Mir3104
IN05	Mrpl23
IN05	BB014433
IN05	Angpt2
IN05	Defb13
IN05	Nek5
IN05	Star
IN05	Dlc1
IN05	Slc25a4
IN05	Primpol
IN05	Spock3
IN05	Trim75
IN05	Kxd1
IN05	Fam129c
IN05	Mir6769b
IN05	Smim7
IN05	Zfp827
IN05	Gypa
IN05	Mir8111
IN05	Mir181c
IN05	Cacna1a
IN05	Tox3
IN05	Irx6
IN05	Herpud1
IN05	Ccdc102a
IN05	Ces3a
IN05	Cbfb
IN05	Tradd
IN05	Nol3
IN05	Exoc3l
IN05	Elmo3
IN05	Lrrc29
IN05	Zdhhc1
IN05	Cntnap4
IN05	Maf
IN05	Kcng4
IN05	Emc8-1190005i06rik
IN05	1700030M09Rik
IN05	Mvd
IN05	Herpud2
IN05	Adamts8
IN05	Chek1
IN05	Msantd2
IN05	Zfp202
IN05	Ubash3b
IN05	Chrna3
IN05	Dapk2
IN05	4930509E16Rik
IN05	Scg3
IN05	Filip1
IN05	AF529169
IN05	Tmed3
IN05	Mir184
IN05	1190002N15Rik
IN05	U2surp
IN05	4921534H16Rik
IN05	Cacna2d2
IN05	Slc25a20
IN05	Lrrfip2
IN05	Cmtm6
IN05	Foxp3
IN05	Etd
IN05	Fmr1nb
IN05	Srpk3
IN05	Gm14858
IN05	Pcdh19
IN05	Tmem35a
IN05	Kir3dl2
IN05	Sms
MG1	Mrpl15
MG1	Rrs1
MG1	1700034P13Rik
MG1	Tcf24
MG1	Cspp1
MG1	Lactb2
MG1	Xkr9
MG1	Imp4
MG1	Tmem131
MG1	Txndc9
MG1	Pdcl3
MG1	Slc40a1
MG1	Stat1
MG1	Ankrd44
MG1	Casp8
MG1	Nop58
MG1	Bmpr2
MG1	Wdr12
MG1	Bard1
MG1	Slc11a1
MG1	Ctdsp1
MG1	Cyp27a1
MG1	Mff
MG1	Sp110
MG1	A630001G21Rik
MG1	Gm24148
MG1	C130036L24Rik
MG1	Nmur1
MG1	Mroh2a
MG1	Arl4c
MG1	Ndufa10
MG1	Gpr35
MG1	Sept2
MG1	Tmem37
MG1	Slc35f5
MG1	Rnpep
MG1	Nek7
MG1	Cfh
MG1	Cdc73
MG1	Trove2
MG1	E330020D12Rik
MG1	Dhx9
MG1	Xpr1
MG1	Soat1
MG1	2810025M15Rik
MG1	Slc19a2
MG1	Aldh9a1
MG1	Fcrla
MG1	Mir6546
MG1	Cfap126
MG1	B4galt3
MG1	Dedd
MG1	Nectin4
MG1	Arhgap30
MG1	Cd244
MG1	Slamf7
MG1	Copa
MG1	Slamf9
MG1	Hmga2-ps1
MG1	Cnst
MG1	Mir6904
MG1	Mixl1
MG1	Lefty1
MG1	Dusp10
MG1	4930488B22Rik
MG1	Hlx
MG1	Marc1
MG1	Tatdn3
MG1	Tmem206
MG1	A130010J15Rik
MG1	Traf3ip3
MG1	Rmnd1
MG1	Armt1
MG1	Fbxo5
MG1	Cited2
MG1	Abracl
MG1	Tnfaip3
MG1	Ifngr1
MG1	Map3k5
MG1	Snora33
MG1	Taar8c
MG1	Marcks
MG1	Mfsd4b3
MG1	Zbtb24
MG1	Prdm1
MG1	Ascc3
MG1	Sim1
MG1	Man1a
MG1	P4ha1
MG1	Ascc1
MG1	Psap
MG1	Cdh23
MG1	Vsir
MG1	Slc29a3
MG1	Pald1
MG1	Neurog3
MG1	Slc25a16
MG1	Rhobtb1
MG1	Cisd1
MG1	Snrpd3
MG1	Itgb2
MG1	Sumo3
MG1	Ube2g2
MG1	1700009J07Rik
MG1	Trpm2
MG1	Icosl
MG1	Tmem259
MG1	Hmha1
MG1	Midn
MG1	Gamt
MG1	Csnk1g2
MG1	Mir1982
MG1	Pias4
MG1	Hmg20b
MG1	Dohh
MG1	Mir6913
MG1	Gna15
MG1	Zfp873
MG1	Tdg
MG1	Slc25a3
MG1	Tmpo
MG1	Amdhd1
MG1	Cep83
MG1	Ube2n
MG1	Eea1
MG1	Btg1
MG1	Atp2b1
MG1	Cnot2
MG1	Yeats4
MG1	Cand1
MG1	Tbk1
MG1	Stat6
MG1	Naca
MG1	Nabp2
MG1	Rnf41
MG1	Morc2a
MG1	Tcn2
MG1	Tbc1d10a
MG1	Osm
MG1	Lif
MG1	Znrf3
MG1	Urgcp
MG1	Tmed4
MG1	Actr2
MG1	Aftph
MG1	Pex13
MG1	Rel
MG1	Stk10
MG1	Lcp2
MG1	Dock2
MG1	F630206G17Rik
MG1	Med7
MG1	Tgtp2
MG1	Mir6919
MG1	Maml1
MG1	Phykpl
MG1	Ube2b
MG1	Aff4
MG1	Slc22a5
MG1	Sparc
MG1	Atox1
MG1	G3bp1
MG1	Fam114a2
MG1	Larp1
MG1	Igtp
MG1	Irgm2
MG1	Zfp39
MG1	Arf1
MG1	Map2k3os
MG1	Prpsap2
MG1	Ttc19
MG1	Ncor1
MG1	Mmgt2
MG1	Tvp23b
MG1	Cdrt4os1
MG1	Hs3st3b1
MG1	Ndel1
MG1	Aurkb
MG1	Per1
MG1	Fxr2
MG1	Cd68
MG1	Tnfsf12
MG1	Gabarap
MG1	Phf23
MG1	Alox12
MG1	Arrb2
MG1	Cxcl16
MG1	Pfn1
MG1	Spag7
MG1	Camta2
MG1	Mis12
MG1	Nlrp1a
MG1	Nlrp1b
MG1	Nlrp1c-ps
MG1	Spns3
MG1	Itgae
MG1	Serpinf1
MG1	Wdr81
MG1	Mir22hg
MG1	Slc43a2
MG1	Pitpna
MG1	Inpp5k
MG1	Trp53i13
MG1	Abhd15
MG1	Phf12
MG1	Nek8
MG1	Evi2a
MG1	Crlf3
MG1	Cct6b
MG1	Zfp830
MG1	Lig3
MG1	Slfn9
MG1	Snord7
MG1	Pex12
MG1	Mmp28
MG1	Ccl9
MG1	Ccl3
MG1	Mir301
MG1	Supt4a
MG1	Mir142b
MG1	Mir142
MG1	Trim25
MG1	Pctp
MG1	Mbtd1
MG1	Luc7l3
MG1	Abcc3
MG1	Rsad1
MG1	Zfp652
MG1	Abi3
MG1	Gngt2
MG1	4833417C18Rik
MG1	Gip
MG1	Hoxb4
