cell_ID	tSNE1	tSNE2	cellType
CD34_Donor1_S1_BC0842_N01	17.63	-12.08	CD34
CD34_Donor1_S1_BC0843_N01	15.04	-6.30	CD34
CD34_Donor1_S1_BC0844_N01	21.55	-4.17	CD34
CD34_Donor1_S1_BC0845_N01	4.37	-1.45	CD34
CD34_Donor1_S1_BC0847_N01	-0.36	-31.09	CD34
CD34_Donor1_S1_BC0848_N02	5.98	-6.83	CD34
CD34_Donor1_S1_BC0850_N01	4.46	-27.78	CD34
CD34_Donor1_S1_BC0851_N01	17.86	-18.91	CD34
CD34_Donor1_S1_BC0852_N01	7.56	-3.54	CD34
CD34_Donor1_S1_BC0853_N01	26.51	9.96	CD34
CD34_Donor1_S1_BC0854_N01	21.85	-13.54	CD34
CD34_Donor1_S1_BC0855_N01	29.20	-7.73	CD34
CD34_Donor1_S1_BC0857_N01	0.86	-32.85	CD34
CD34_Donor1_S1_BC0858_N01	23.21	-11.00	CD34
CD34_Donor1_S1_BC0859_N01	10.90	-17.19	CD34
CD34_Donor1_S1_BC0860_N02	17.16	-17.09	CD34
CD34_Donor1_S1_BC0861_N01	14.25	-11.35	CD34
CD34_Donor1_S1_BC0862_N01	12.08	-13.42	CD34
CD34_Donor1_S1_BC0863_N01	20.75	-4.29	CD34
CD34_Donor1_S1_BC0864_N01	26.13	-20.22	CD34
CD34_Donor1_S1_BC0869_N01	7.89	-16.30	CD34
CD34_Donor1_S1_BC0870_N01	17.38	-7.70	CD34
CD34_Donor1_S1_BC0874_N01	15.58	-16.98	CD34
CD34_Donor1_S1_BC0875_N01	12.15	-2.59	CD34
CD34_Donor1_S1_BC0876_N01	-0.74	-30.70	CD34
CD34_Donor1_S1_BC0877_N01	23.82	3.13	CD34
CD34_Donor1_S1_BC0879_N01	14.85	-8.94	CD34
CD34_Donor1_S1_BC0884_N01	26.02	-7.58	CD34
CD34_Donor1_S1_BC0887_N01	15.46	-15.11	CD34
CD34_Donor1_S1_BC0888_N01	4.47	-29.23	CD34
CD34_Donor1_S1_BC0889_N01	17.06	-17.42	CD34
CD34_Donor1_S1_BC0891_N01	20.50	-11.76	CD34
CD34_Donor1_S1_BC0892_N01	23.66	-12.28	CD34
CD34_Donor1_S1_BC0894_N01	9.87	-27.53	CD34
CD34_Donor1_S1_BC0900_N01	7.25	-12.40	CD34
CD34_Donor1_S1_BC0901_N01	22.86	-22.16	CD34
CD34_Donor1_S1_BC0902_N01	22.04	-7.97	CD34
CD34_Donor1_S1_BC0903_N01	14.52	-10.59	CD34
CD34_Donor1_S1_BC0906_N01	4.93	-28.17	CD34
CD34_Donor1_S1_BC0907_N01	19.96	23.77	CD34
CD34_Donor1_S1_BC0908_N01	12.72	2.21	CD34
CD34_Donor1_S1_BC0909_N01	0.21	-30.48	CD34
CD34_Donor1_S1_BC0910_N01	11.85	-20.36	CD34
CD34_Donor1_S1_BC0911_N01	19.16	24.22	CD34
CD34_Donor1_S1_BC0913_N01	21.07	-17.97	CD34
CD34_Donor1_S1_BC0917_N01	7.46	-12.53	CD34
CD34_Donor1_S1_BC0918_N01	23.79	-18.95	CD34
CD34_Donor1_S1_BC0921_N01	4.80	-26.86	CD34
CD34_Donor1_S1_BC0923_N01	14.74	-10.41	CD34
CD34_Donor1_S1_BC0926_N01	3.83	-16.48	CD34
CD34_Donor1_S1_BC0927_N01	7.44	-4.10	CD34
CD34_Donor1_S1_BC0930_N01	16.92	-17.93	CD34
CD34_Donor1_S1_BC0931_N01	24.32	19.83	CD34
CD34_Donor1_S1_BC0934_N01	9.56	-20.40	CD34
CD34_Donor1_S1_BC0935_N01	12.02	-27.53	CD34
CD34_Donor1_S1_BC0936_N01	14.11	-12.33	CD34
CD34_Donor1_S1_BC0937_N01	17.28	-17.07	CD34
CD34_Donor1_S1_BC0938_N01	10.85	-0.13	CD34
CD34_Donor1_S1_BC0939_N01	20.66	-7.58	CD34
CD34_Donor1_S1_BC0940_N01	20.88	26.61	CD34
CD34_Donor1_S1_BC0944_N01	17.38	-9.83	CD34
CD34_Donor1_S1_BC0945_N01	7.46	-5.07	CD34
CD34_Donor1_S1_BC0946_N01	2.66	-33.33	CD34
CD34_Donor1_S1_BC0947_N01	13.76	-13.21	CD34
CD34_Donor1_S1_BC0948_N01	7.48	-14.94	CD34
CD34_Donor1_S1_BC0949_N01	22.58	-18.43	CD34
CD34_Donor1_S1_BC0951_N01	21.74	-20.32	CD34
CD34_Donor1_S1_BC0952_N01	19.68	-9.89	CD34
CD34_Donor1_S1_BC0953_N01	17.34	-17.54	CD34
CD34_Donor1_S1_BC0954_N01	4.09	-16.82	CD34
CD34_Donor1_S1_BC0956_N01	15.65	-7.97	CD34
CD34_Donor1_S1_BC0957_N01	2.55	-33.24	CD34
CD34_Donor1_S1_BC0959_N01	23.70	-6.20	CD34
CD34_Donor1_S1_BC0961_N02	20.39	-15.04	CD34
CD34_Donor1_S1_BC0962_N01	18.92	-11.52	CD34
CD34_Donor1_S1_BC0963_N01	13.10	-16.61	CD34
CD34_Donor1_S1_BC0964_N01	12.38	-2.44	CD34
CD34_Donor1_S1_BC0965_N01	1.72	-12.88	CD34
CD34_Donor1_S1_BC0968_N01	20.42	-8.95	CD34
CD34_Donor1_S1_BC0969_N01	8.50	-12.33	CD34
CD34_Donor1_S1_BC0972_N01	21.77	-13.69	CD34
CD34_Donor1_S1_BC0975_N01	32.05	-4.70	CD34
CD34_Donor1_S1_BC0976_N01	14.79	-10.69	CD34
CD34_Donor1_S1_BC0977_N01	10.47	-10.72	CD34
CD34_Donor1_S1_BC0978_N01	11.29	-27.50	CD34
CD34_Donor1_S1_BC0983_N01	24.29	-20.61	CD34
CD34_Donor1_S1_BC0984_N01	15.41	-7.34	CD34
CD34_Donor1_S1_BC0985_N01	12.27	-11.59	CD34
CD34_Donor1_S1_BC0986_N01	24.46	-11.64	CD34
CD34_Donor1_S1_BC0987_N01	17.66	-5.58	CD34
CD34_Donor1_S1_BC0990_N01	9.61	-12.59	CD34
CD34_Donor1_S1_BC0991_N01	22.10	-21.82	CD34
CD34_Donor1_S1_BC0992_N01	8.96	1.56	CD34
CD34_Donor1_S1_BC0994_N01	8.76	-2.07	CD34
CD34_Donor1_S1_BC0995_N01	2.46	-14.63	CD34
CD34_Donor1_S1_BC0998_N01	20.32	-6.62	CD34
CD34_Donor1_S1_BC1000_N01	16.44	-10.79	CD34
CD34_Donor1_S1_BC1001_N01	4.37	-3.58	CD34
CD34_Donor1_S1_BC1002_N01	-1.22	0.29	CD34
CD34_Donor1_S1_BC1006_N01	24.97	-21.70	CD34
CD34_Donor1_S1_BC1008_N02	8.38	-4.18	CD34
CD34_Donor1_S1_BC1010_N01	19.46	-13.08	CD34
CD34_Donor1_S1_BC1013_N01	2.36	-11.07	CD34
CD34_Donor1_S1_BC1016_N01	3.71	-13.33	CD34
CD34_Donor1_S1_BC1017_N01	-3.29	5.38	CD34
CD34_Donor1_S1_BC1018_N01	14.72	-11.10	CD34
CD34_Donor1_S1_BC1019_N01	24.77	-20.59	CD34
CD34_Donor1_S1_BC1020_N01	13.59	-8.18	CD34
CD34_Donor1_S1_BC1021_N01	13.39	-8.39	CD34
CD34_Donor1_S1_BC1022_N01	5.78	-17.91	CD34
CD34_Donor1_S1_BC1024_N01	21.07	-13.46	CD34
CD34_Donor1_S1_BC1025_N01	23.54	-12.01	CD34
CD34_Donor1_S1_BC1027_N01	8.85	-12.94	CD34
CD34_Donor1_S1_BC1028_N01	21.42	-13.33	CD34
CD34_Donor1_S1_BC1032_N01	17.17	-17.04	CD34
CD34_Donor1_S1_BC1033_N01	7.10	-25.87	CD34
CD34_Donor1_S1_BC1034_N01	12.72	-1.01	CD34
CD34_Donor1_S1_BC1037_N01	5.27	-15.81	CD34
CD34_Donor1_S1_BC1040_N01	15.27	-18.01	CD34
CD34_Donor1_S1_BC1042_N01	24.96	-5.86	CD34
CD34_Donor1_S1_BC1044_N01	5.39	-29.21	CD34
CD34_Donor1_S1_BC1045_N01	19.36	27.80	CD34
CD34_Donor1_S1_BC1047_N01	7.09	-3.50	CD34
CD34_Donor1_S1_BC1048_N01	10.69	-7.89	CD34
CD34_Donor1_S1_BC1050_N01	13.38	-11.29	CD34
CD34_Donor1_S1_BC1052_N01	5.49	-29.54	CD34
CD34_Donor1_S1_BC1053_N01	24.88	-4.45	CD34
CD34_Donor1_S1_BC1054_N01	11.65	-20.03	CD34
CD34_Donor1_S1_BC1055_N01	24.03	-11.46	CD34
CD34_Donor1_S1_BC1057_N01	2.14	-30.47	CD34
CD34_Donor1_S1_BC1060_N01	21.56	-8.22	CD34
CD34_Donor1_S1_BC1061_N02	9.09	-29.35	CD34
CD34_Donor1_S1_BC1063_N01	4.68	-6.41	CD34
CD34_Donor1_S1_BC1065_N01	3.02	-7.86	CD34
CD34_Donor1_S1_BC1066_N01	2.05	-32.28	CD34
CD34_Donor1_S1_BC1070_N01	0.09	-32.19	CD34
CD34_Donor1_S1_BC1071_N01	13.87	-10.11	CD34
CD34_Donor1_S1_BC1072_N01	24.25	-10.50	CD34
CD34_Donor1_S1_BC1073_N01	8.92	-29.03	CD34
CD34_Donor1_S1_BC1074_N01	3.90	-31.66	CD34
CD34_Donor1_S1_BC1076_N01	5.91	-14.90	CD34
CD34_Donor1_S1_BC1077_N01	22.68	0.36	CD34
CD34_Donor1_S1_BC1078_N01	1.58	-32.53	CD34
CD34_Donor1_S1_BC1079_N01	6.56	-29.11	CD34
CD34_Donor1_S1_BC1081_N01	12.60	-9.79	CD34
CD34_Donor1_S1_BC1082_N01	25.50	2.71	CD34
CD34_Donor1_S1_BC1084_N01	21.53	-15.27	CD34
CD34_Donor1_S1_BC1086_N01	14.48	26.96	CD34
CD34_Donor1_S1_BC1088_N01	24.57	20.39	CD34
CD34_Donor1_S1_BC1090_N01	7.56	-17.45	CD34
CD34_Donor1_S1_BC1091_N01	21.70	-12.29	CD34
CD34_Donor1_S1_BC1092_N01	9.61	-3.31	CD34
CD34_Donor1_S1_BC1093_N01	3.20	-32.57	CD34
CD34_Donor1_S1_BC1095_N01	14.94	-12.84	CD34
CD34_Donor1_S1_BC1096_N01	4.60	-24.27	CD34
CD34_Donor1_S1_BC1099_N02	11.01	-0.74	CD34
CD34_Donor1_S1_BC1100_N01	24.13	-10.72	CD34
CD34_Donor1_S1_BC1103_N01	2.49	-33.28	CD34
CD34_Donor1_S1_BC1104_N01	25.05	-7.19	CD34
CD34_Donor1_S1_BC1105_N01	-3.12	5.43	CD34
CD34_Donor1_S1_BC1106_N01	2.19	-33.29	CD34
CD34_Donor1_S1_BC1109_N01	11.51	-6.26	CD34
CD34_Donor1_S1_BC1110_N01	23.94	-3.34	CD34
CD34_Donor1_S1_BC1113_N01	14.30	-9.02	CD34
CD34_Donor1_S1_BC1114_N01	22.42	-12.01	CD34
CD34_Donor1_S1_BC1115_N01	2.52	-15.37	CD34
CD34_Donor1_S1_BC1116_N01	5.06	-5.44	CD34
CD34_Donor1_S1_BC1117_N01	20.99	26.67	CD34
CD34_Donor1_S1_BC1118_N01	22.59	4.38	CD34
CD34_Donor1_S1_BC1121_N03	8.57	-28.42	CD34
CD34_Donor1_S1_BC1122_N01	21.22	21.21	CD34
CD34_Donor1_S1_BC1123_N01	21.34	-3.95	CD34
CD34_Donor1_S1_BC1124_N01	1.49	-32.96	CD34
CD34_Donor1_S1_BC1125_N01	5.27	-29.24	CD34
CD34_Donor1_S1_BC1126_N01	22.27	-21.97	CD34
CD34_Donor1_S1_BC1127_N01	27.68	-4.93	CD34
CD34_Donor1_S1_BC1130_N01	9.72	-16.99	CD34
CD34_Donor1_S1_BC1132_N01	9.48	-17.76	CD34
CD34_Donor1_S1_BC1134_N01	8.93	-5.14	CD34
CD34_Donor1_S1_BC1136_N01	2.38	-32.15	CD34
CD34_Donor1_S1_BC1137_N01	14.18	-14.95	CD34
CD34_Donor1_S1_BC1140_N02	4.99	-26.15	CD34
CD34_Donor1_S1_BC1141_N02	12.69	-20.42	CD34
CD34_Donor1_S1_BC1145_N01	25.74	-7.71	CD34
CD34_Donor1_S1_BC1146_N01	17.42	-14.61	CD34
CD34_Donor1_S1_BC1148_N01	14.96	-12.50	CD34
CD34_Donor1_S1_BC1149_N01	14.41	-12.78	CD34
CD34_Donor1_S1_BC1150_N01	14.52	-13.28	CD34
CD34_Donor1_S1_BC1156_N01	11.27	-27.75	CD34
CD34_Donor1_S1_BC1157_N01	2.74	-10.63	CD34
CD34_Donor1_S1_BC1158_N01	27.72	-3.94	CD34
CD34_Donor1_S1_BC1160_N01	14.33	-12.26	CD34
CD34_Donor1_S1_BC1161_N01	4.72	-8.82	CD34
CD34_Donor1_S1_BC1163_N01	3.95	-16.04	CD34
CD34_Donor1_S1_BC1168_N01	25.65	-7.91	CD34
CD34_Donor1_S1_BC1169_N01	20.53	15.84	CD34
CD34_Donor1_S1_BC1170_N02	13.39	-10.10	CD34
CD34_Donor1_S1_BC1174_N01	7.04	-29.88	CD34
CD34_Donor1_S1_BC1175_N01	0.49	-29.65	CD34
CD34_Donor1_S1_BC1176_N01	24.44	-22.32	CD34
CD34_Donor1_S1_BC1178_N01	3.74	-31.05	CD34
CD34_Donor1_S1_BC1179_N01	7.67	-12.11	CD34
CD34_Donor1_S1_BC1182_N01	15.90	-10.97	CD34
CD34_Donor1_S1_BC1183_N01	18.92	-19.18	CD34
CD34_Donor1_S1_BC1184_N01	21.13	-16.87	CD34
CD34_Donor1_S1_BC1188_N01	13.77	-11.30	CD34
CD34_Donor1_S1_BC1190_N01	12.32	-15.98	CD34
CD34_Donor1_S1_BC1191_N01	9.09	11.25	CD34
CD34_Donor1_S1_BC1193_N01	11.01	-6.96	CD34
CD34_Donor1_S1_BC1195_N01	11.45	-27.05	CD34
CD34_Donor1_S1_BC1196_N01	8.74	1.77	CD34
CD34_Donor1_S1_BC1197_N01	24.55	-8.71	CD34
CD34_Donor1_S1_BC1198_N01	28.90	-4.64	CD34
CD34_Donor1_S1_BC1199_N02	7.84	-28.10	CD34
CD34_Donor1_S1_BC1200_N01	0.07	-31.45	CD34
CD34_Donor1_S1_BC1201_N01	17.25	-9.65	CD34
CD34_Donor1_S1_BC1202_N01	20.73	-9.79	CD34
CD34_Donor1_S1_BC1204_N01	24.95	-10.83	CD34
CD34_Donor1_S1_BC1208_N02	6.75	-26.48	CD34
CD34_Donor1_S1_BC1209_N01	6.75	13.62	CD34
CD34_Donor1_S1_BC1210_N01	23.24	-21.60	CD34
CD34_Donor1_S1_BC1211_N01	1.62	-32.96	CD34
CD34_Donor1_S1_BC1212_N01	3.29	-32.79	CD34
CD34_Donor1_S1_BC1214_N02	22.36	15.69	CD34
CD34_Donor1_S1_BC1215_N01	17.36	-17.53	CD34
CD34_Donor1_S1_BC1216_N01	21.36	-13.27	CD34
CD34_Donor1_S1_BC1217_N01	6.22	-16.01	CD34
CD34_Donor1_S1_BC1218_N01	8.44	-28.35	CD34
CD34_Donor1_S1_BC1220_N01	10.87	-8.12	CD34
CD34_Donor1_S1_BC1221_N01	26.02	-8.56	CD34
CD34_Donor1_S1_BC1223_N01	24.12	-11.82	CD34
CD34_Donor1_S1_BC1228_N01	20.19	23.24	CD34
CD34_Donor1_S1_BC1229_N01	5.88	-30.62	CD34
CD34_Donor1_S1_BC1230_N01	2.45	-29.30	CD34
CD34_Donor1_S1_BC1231_N01	18.00	-9.22	CD34
CD34_Donor1_S1_BC1232_N01	11.48	-27.35	CD34
CD34_Donor1_S1_BC1233_N02	12.68	-8.45	CD34
CD34_Donor1_S1_BC1234_N01	3.08	-32.89	CD34
CD34_Donor1_S1_BC1235_N01	21.34	-15.23	CD34
CD34_Donor1_S1_BC1237_N01	12.52	-8.53	CD34
CD34_Donor1_S1_BC1238_N01	4.28	-11.91	CD34
CD34_Donor1_S1_BC1239_N01	15.31	-11.96	CD34
CD34_Donor1_S1_BC1242_N01	15.56	-7.92	CD34
CD34_Donor1_S1_BC1243_N01	24.52	-21.27	CD34
CD34_Donor1_S1_BC1244_N01	22.53	15.91	CD34
CD34_Donor1_S1_BC1246_N01	21.50	0.80	CD34
CD34_Donor1_S1_BC1247_N01	22.96	-6.08	CD34
CD34_Donor1_S1_BC1248_N01	22.48	-12.73	CD34
CD34_Donor1_S1_BC1250_N01	16.36	-18.02	CD34
CD34_Donor1_S1_BC1251_N01	24.57	-7.08	CD34
CD34_Donor1_S1_BC1252_N01	7.36	-8.62	CD34
CD34_Donor1_S1_BC1253_N01	18.31	-17.55	CD34
CD34_Donor1_S1_BC1254_N01	2.17	-32.91	CD34
CD34_Donor1_S1_BC1255_N01	21.87	24.37	CD34
CD34_Donor1_S1_BC1259_N01	2.60	-27.36	CD34
CD34_Donor1_S1_BC1261_N01	14.48	17.12	CD34
CD34_Donor1_S1_BC1263_N01	21.23	-11.51	CD34
CD34_Donor1_S1_BC1264_N01	7.12	-30.39	CD34
CD34_Donor1_S1_BC1266_N01	6.03	-18.18	CD34
CD34_Donor1_S1_BC1267_N01	20.89	-16.53	CD34
CD34_Donor1_S1_BC1268_N01	22.71	-12.28	CD34
CD34_Donor1_S1_BC1269_N01	23.30	-12.49	CD34
CD34_Donor1_S1_BC1270_N01	8.25	1.99	CD34
CD34_Donor1_S1_BC1271_N01	23.20	-11.11	CD34
CD34_Donor1_S1_BC1276_N01	4.42	-28.09	CD34
CD34_Donor1_S1_BC1277_N01	19.07	7.68	CD34
CD34_Donor1_S1_BC1278_N01	4.63	-30.69	CD34
CD34_Donor1_S1_BC1279_N01	23.56	0.76	CD34
CD34_Donor1_S1_BC1280_N01	12.54	-8.67	CD34
CD34_Donor1_S1_BC1281_N02	5.25	2.53	CD34
CD34_Donor1_S1_BC1282_N01	25.13	2.94	CD34
CD34_Donor1_S1_BC1283_N01	13.27	-4.40	CD34
CD34_Donor1_S1_BC1285_N01	22.64	-13.16	CD34
CD34_Donor1_S1_BC1287_N01	15.56	27.94	CD34
CD34_Donor1_S1_BC1288_N01	18.54	-10.85	CD34
CD34_Donor1_S1_BC1289_N01	25.69	-23.07	CD34
CD34_Donor1_S1_BC1290_N01	0.65	-31.18	CD34
CD34_Donor1_S1_BC1291_N01	16.18	-18.87	CD34
CD34_Donor1_S1_BC1293_N01	-7.78	7.51	CD34
CD34_Donor1_S1_BC1294_N01	9.20	-11.08	CD34
CD34_Donor1_S1_BC1295_N01	20.70	-13.02	CD34
CD34_Donor1_S1_BC1296_N01	18.18	19.59	CD34
CD34_Donor1_S1_BC1297_N01	20.11	-9.68	CD34
CD34_Donor1_S1_BC1298_N01	3.56	-17.40	CD34
CD34_Donor1_S1_BC1299_N01	-3.20	5.41	CD34
CD34_Donor1_S1_BC1300_N01	4.52	-28.45	CD34
CD34_Donor1_S1_BC1301_N01	13.61	-8.59	CD34
CD34_Donor1_S1_BC1302_N01	20.32	-12.38	CD34
CD34_Donor1_S1_BC1303_N01	12.29	8.91	CD34
CD34_Donor1_S1_BC1306_N01	12.61	-8.75	CD34
CD34_Donor1_S1_BC1307_N01	26.05	-22.69	CD34
CD34_Donor1_S1_BC1308_N01	5.52	-1.19	CD34
CD34_Donor1_S1_BC1313_N01	11.66	-26.13	CD34
CD34_Donor1_S1_BC1315_N01	14.05	-9.15	CD34
CD34_Donor1_S1_BC1317_N01	23.07	-7.08	CD34
CD34_Donor1_S1_BC1319_N01	1.73	-33.14	CD34
CD34_Donor1_S1_BC1323_N01	19.65	17.64	CD34
CD34_Donor1_S1_BC1324_N01	8.08	-4.75	CD34
CD34_Donor1_S1_BC1326_N01	24.64	-11.15	CD34
CD34_Donor1_S1_BC1327_N01	9.37	-11.02	CD34
CD34_Donor1_S1_BC1328_N01	30.95	-4.36	CD34
CD34_Donor1_S1_BC1331_N01	7.72	-30.62	CD34
CD34_Donor1_S1_BC1332_N01	11.92	-11.44	CD34
CD34_Donor1_S1_BC1333_N01	2.66	-32.78	CD34
CD34_Donor1_S1_BC1334_N01	20.83	24.16	CD34
CD34_Donor1_S1_BC1335_N01	24.06	-12.34	CD34
CD34_Donor1_S1_BC1337_N01	23.97	11.72	CD34
CD34_Donor1_S1_BC1338_N01	21.42	-13.77	CD34
CD34_Donor1_S1_BC1339_N01	12.08	-8.07	CD34
CD34_Donor1_S1_BC1340_N01	14.28	-11.52	CD34
CD34_Donor1_S1_BC1341_N01	15.91	-16.49	CD34
CD34_Donor1_S1_BC1344_N01	8.57	-4.36	CD34
CD34_Donor1_S1_BC1347_N01	10.16	-17.64	CD34
CD34_Donor1_S1_BC1348_N01	3.01	-30.70	CD34
CD34_Donor1_S1_BC1349_N02	23.62	-16.42	CD34
CD34_Donor1_S1_BC1350_N02	11.71	-5.09	CD34
CD34_Donor1_S1_BC1351_N01	17.38	17.98	CD34
CD34_Donor1_S1_BC1352_N01	2.40	-11.27	CD34
CD34_Donor1_S1_BC1353_N01	25.05	2.81	CD34
CD34_Donor1_S1_BC1357_N01	24.62	-17.51	CD34
CD34_Donor1_S1_BC1358_N01	11.42	-12.39	CD34
CD34_Donor1_S1_BC1360_N01	24.75	-19.97	CD34
CD34_Donor1_S1_BC1363_N01	10.35	-19.22	CD34
CD34_Donor1_S1_BC1365_N01	1.25	-31.03	CD34
CD34_Donor1_S1_BC1366_N01	18.31	-11.17	CD34
CD34_Donor1_S1_BC1367_N01	9.22	-9.74	CD34
CD34_Donor1_S1_BC1368_N01	17.99	-10.87	CD34
CD34_Donor1_S1_BC1369_N01	15.19	-10.74	CD34
CD34_Donor1_S1_BC1370_N01	5.99	-15.08	CD34
CD34_Donor1_S1_BC1371_N01	9.85	-17.19	CD34
CD34_Donor1_S1_BC1372_N01	20.99	-16.31	CD34
CD34_Donor1_S1_BC1373_N01	14.32	-4.79	CD34
CD34_Donor1_S1_BC1374_N01	5.27	-26.53	CD34
CD34_Donor1_S1_BC1377_N01	2.92	-31.74	CD34
CD34_Donor1_S1_BC1378_N01	11.67	-18.58	CD34
CD34_Donor1_S1_BC1379_N01	15.71	-11.39	CD34
CD34_Donor1_S1_BC1382_N01	21.90	-13.30	CD34
CD34_Donor1_S1_BC1383_N01	3.76	-30.41	CD34
CD34_Donor1_S1_BC1384_N01	20.82	-9.54	CD34
CD34_Donor1_S1_BC1385_N01	19.62	-16.23	CD34
CD34_Donor1_S1_BC1386_N01	24.71	-21.90	CD34
CD34_Donor1_S1_BC1387_N01	22.82	-4.66	CD34
CD34_Donor1_S1_BC1389_N01	2.74	-32.78	CD34
CD34_Donor1_S1_BC1390_N01	11.93	-10.58	CD34
CD34_Donor1_S1_BC1392_N01	1.48	-32.48	CD34
CD34_Donor1_S1_BC1393_N01	2.37	-14.69	CD34
CD34_Donor1_S1_BC1394_N01	19.78	1.44	CD34
CD34_Donor1_S1_BC1396_N01	21.30	-10.31	CD34
CD34_Donor1_S1_BC1397_N01	24.93	-10.92	CD34
CD34_Donor1_S1_BC1398_N01	20.77	-8.74	CD34
CD34_Donor1_S1_BC1400_N01	11.82	24.80	CD34
CD34_Donor1_S1_BC1404_N01	22.81	-12.81	CD34
CD34_Donor1_S1_BC1407_N01	29.90	2.50	CD34
CD34_Donor1_S1_BC1409_N01	4.05	-18.56	CD34
CD34_Donor1_S1_BC1410_N01	3.82	-14.98	CD34
CD34_Donor1_S1_BC1412_N01	10.01	-17.15	CD34
CD34_Donor1_S1_BC1414_N01	5.40	-18.23	CD34
CD34_Donor1_S1_BC1416_N01	18.78	-13.21	CD34
CD34_Donor1_S1_BC1417_N01	1.45	-32.54	CD34
CD34_Donor1_S1_BC1418_N01	12.47	-7.33	CD34
CD34_Donor1_S1_BC1419_N01	7.10	-3.30	CD34
CD34_Donor1_S1_BC1421_N01	12.08	-27.14	CD34
CD34_Donor1_S1_BC1426_N01	22.50	-21.61	CD34
CD34_Donor1_S1_BC1427_N01	14.89	27.01	CD34
CD34_Donor1_S1_BC1428_N01	6.56	-16.94	CD34
CD34_Donor1_S1_BC1429_N01	7.98	-0.13	CD34
CD34_Donor1_S1_BC1432_N01	4.85	-25.16	CD34
CD34_Donor1_S1_BC1433_N01	3.56	-30.42	CD34
CD34_Donor1_S1_BC1434_N01	1.63	-32.37	CD34
CD34_Donor1_S1_BC1435_N01	14.03	4.98	CD34
CD34_Donor1_S1_BC1436_N01	11.99	-14.52	CD34
CD34_Donor1_S1_BC1437_N01	21.90	5.98	CD34
CD34_Donor1_S1_BC1438_N01	20.49	-3.30	CD34
CD34_Donor1_S1_BC1441_N01	22.77	-11.65	CD34
CD34_Donor1_S1_BC1444_N01	24.79	-22.30	CD34
CD34_Donor1_S1_BC1447_N01	12.82	-9.71	CD34
CD34_Donor1_S1_BC1448_N01	17.10	-17.21	CD34
CD34_Donor1_S1_BC1450_N01	14.41	-10.98	CD34
CD34_Donor1_S1_BC1451_N01	13.06	-8.74	CD34
CD34_Donor1_S1_BC1452_N01	11.94	-17.40	CD34
CD34_Donor1_S1_BC1453_N01	21.70	-8.76	CD34
CD34_Donor1_S1_BC1456_N01	9.06	-13.60	CD34
CD34_Donor1_S1_BC1458_N01	15.29	-8.51	CD34
CD34_Donor1_S1_BC1459_N01	14.50	-14.49	CD34
CD34_Donor1_S1_BC1460_N01	4.80	-7.99	CD34
CD34_Donor1_S1_BC1462_N01	14.41	-13.44	CD34
CD34_Donor1_S1_BC1463_N01	3.24	-8.88	CD34
CD34_Donor1_S1_BC1466_N01	22.44	-10.93	CD34
CD34_Donor1_S1_BC1467_N01	16.13	-10.38	CD34
CD34_Donor1_S1_BC1469_N01	13.07	-4.59	CD34
CD34_Donor1_S1_BC1470_N01	5.26	-15.85	CD34
CD34_Donor1_S1_BC1473_N01	23.31	-7.99	CD34
CD34_Donor1_S1_BC1474_N01	5.14	-13.05	CD34
CD34_Donor1_S1_BC1475_N01	21.94	-20.17	CD34
CD34_Donor1_S1_BC1477_N01	5.59	-29.30	CD34
CD34_Donor1_S1_BC1478_N01	7.75	-29.86	CD34
CD34_Donor1_S1_BC1479_N01	21.29	-8.50	CD34
CD34_Donor1_S1_BC1481_N01	22.57	-11.83	CD34
CD34_Donor1_S1_BC1483_N01	2.81	-5.26	CD34
CD34_Donor1_S1_BC1484_N01	5.63	-18.34	CD34
CD34_Donor1_S1_BC1485_N01	11.70	-27.76	CD34
CD34_Donor1_S1_BC1488_N01	21.34	24.17	CD34
CD34_Donor1_S1_BC1491_N01	12.99	-11.87	CD34
CD34_Donor1_S1_BC1492_N01	30.06	-1.55	CD34
CD34_Donor1_S1_BC1494_N01	27.46	-9.78	CD34
CD34_Donor1_S1_BC1495_N01	13.01	-10.13	CD34
CD34_Donor1_S1_BC1500_N01	5.71	-16.49	CD34
CD34_Donor1_S1_BC1503_N01	23.96	-6.13	CD34
CD34_Donor1_S1_BC1504_N02	3.95	-29.89	CD34
CD34_Donor1_S1_BC1505_N01	14.61	-9.77	CD34
CD34_Donor1_S1_BC1506_N01	8.66	3.89	CD34
CD34_Donor1_S1_BC1510_N01	21.58	-21.38	CD34
CD34_Donor1_S1_BC1511_N01	22.92	-4.61	CD34
CD34_Donor1_S1_BC1512_N01	21.04	-11.78	CD34
CD34_Donor1_S1_BC1514_N01	6.31	-8.27	CD34
CD34_Donor1_S1_BC1515_N01	9.12	19.85	CD34
CD34_Donor1_S1_BC1516_N01	7.62	-30.30	CD34
CD34_Donor1_S1_BC1518_N01	11.77	-13.41	CD34
CD34_Donor1_S1_BC1519_N01	7.09	-18.40	CD34
CD34_Donor1_S1_BC1521_N01	15.04	-11.10	CD34
CD34_Donor1_S1_BC1524_N01	7.53	-4.65	CD34
CD34_Donor1_S1_BC1526_N01	5.54	-26.42	CD34
CD34_Donor1_S1_BC1527_N01	6.43	-17.70	CD34
CD34_Donor1_S1_BC1528_N01	26.17	-10.26	CD34
